Number_of_Customers_Per_Day,Operating_Hours_Per_Day,Number_of_Employees,Location_Foot_Traffic,Date,Branch,Region,Average_Order_Value_KES,Marketing_Spend_KES,Daily_Revenue_KES
271,15,8,717,25/05/2023,Kimathi Street,Nairobi CBD,1158.3,58347,380893.05
442,14,14,587,26/05/2023,Nyali Centre,Coast,981.45,63675.45,511951.05
275,11,10,643,27/05/2023,Capital Centre,Nairobi,730.35,35648.1,260277.3
102,8,10,644,28/05/2023,Kimathi Street,Nairobi CBD,1020.6,24655.05,107647.65
477,6,6,180,29/05/2023,Valley Arcade,Nairobi,600.75,16833.15,293645.25
404,9,14,378,30/05/2023,Galleria Mall,Nairobi,687.15,4642.65,232514.55
391,8,13,661,31/05/2023,JKIA Arrival,Nairobi,1266.3,19111.95,468594.45
413,17,14,305,01/06/2023,Thika Road Mall,Nairobi,631.8,44628.3,315827.1
329,6,9,528,02/06/2023,Valley Arcade,Nairobi,812.7,36648.45,324270
130,8,11,610,03/06/2023,Kisumu Mega City,Western,1239.3,63798.3,182661.75
251,9,2,962,04/06/2023,Thika Road Mall,Nairobi,1054.35,27564.3,282187.8
207,13,10,112,05/06/2023,Thika Road Mall,Nairobi,400.95,47248.65,183566.25
169,14,9,360,06/06/2023,Kimathi Street,Nairobi CBD,486,33718.95,130769.1
108,8,7,456,07/06/2023,Galleria Mall,Nairobi,345.6,35256.6,88707.15
264,11,14,851,08/06/2023,Capital Centre,Nairobi,976.05,19063.35,245303.1
177,15,4,154,09/06/2023,Kimathi Street,Nairobi CBD,791.1,31445.55,210470.4
273,16,4,666,10/06/2023,Valley Arcade,Nairobi,473.85,32491.8,151209.45
258,10,9,886,11/06/2023,Nyali Centre,Coast,1306.8,48093.75,372875.4
419,11,6,64,12/06/2023,Kimathi Street,Nairobi CBD,873.45,63572.85,412041.6
164,9,11,736,13/06/2023,Thika Road Mall,Nairobi,581.85,23134.95,123504.75
258,15,12,308,14/06/2023,Valley Arcade,Nairobi,843.75,4141.8,240624
63,11,8,772,15/06/2023,Kimathi Street,Nairobi CBD,1026,34179.3,84978.45
58,12,6,461,16/06/2023,Kisumu Mega City,Western,414.45,37366.65,80723.25
89,14,9,308,17/06/2023,Thika Road Mall,Nairobi,615.6,12492.9,78607.8
499,15,11,663,18/06/2023,Kisumu Mega City,Western,1154.25,51655.05,573922.8
286,12,11,309,19/06/2023,Nyali Centre,Coast,803.25,66503.7,304919.1
330,11,5,905,20/06/2023,JKIA Arrival,Nairobi,891,63913.05,410482.35
408,6,3,720,21/06/2023,Kimathi Street,Nairobi CBD,776.25,14388.3,258871.95
250,7,4,94,22/06/2023,Capital Centre,Nairobi,382.05,59255.55,163471.5
295,6,9,862,23/06/2023,JKIA Arrival,Nairobi,504.9,47952,212743.8
327,14,12,812,24/06/2023,Galleria Mall,Nairobi,788.4,31371.3,268932.15
284,15,14,380,25/06/2023,Kimathi Street,Nairobi CBD,549.45,37111.5,274035.15
53,15,8,214,26/06/2023,Thika Road Mall,Nairobi,387.45,57550.5,119622.15
203,14,14,242,27/06/2023,Thika Road Mall,Nairobi,1192.05,33111.45,239256.45
491,12,3,570,28/06/2023,JKIA Arrival,Nairobi,1331.1,26037.45,564177.15
78,7,7,450,29/06/2023,Capital Centre,Nairobi,1140.75,33978.15,140235.3
158,11,10,423,30/06/2023,Galleria Mall,Nairobi,1201.5,39658.95,209939.85
147,16,5,114,01/07/2023,Capital Centre,Nairobi,581.85,13857.75,132565.95
264,9,10,436,02/07/2023,Kisumu Mega City,Western,1309.5,60944.4,395132.85
342,6,3,544,03/07/2023,Thika Road Mall,Nairobi,537.3,45947.25,218956.5
124,6,3,843,04/07/2023,Thika Road Mall,Nairobi,1301.4,43240.5,194294.7
375,17,10,742,05/07/2023,Kimathi Street,Nairobi CBD,1344.6,7931.25,492335.55
195,10,13,464,06/07/2023,JKIA Arrival,Nairobi,1058.4,41316.75,258944.85
177,17,8,843,07/07/2023,Kisumu Mega City,Western,1331.1,9351.45,273481.65
390,7,8,840,08/07/2023,Valley Arcade,Nairobi,913.95,6555.6,324822.15
91,9,2,79,09/07/2023,Nyali Centre,Coast,600.75,36231.3,126829.8
405,6,14,315,10/07/2023,Kimathi Street,Nairobi CBD,780.3,27993.6,350153.55
90,9,12,377,11/07/2023,Capital Centre,Nairobi,938.25,40300.2,154641.15
471,16,7,541,12/07/2023,Galleria Mall,Nairobi,411.75,7252.2,171652.5
83,11,14,266,13/07/2023,Kisumu Mega City,Western,967.95,29859.3,129876.75
66,15,8,369,14/07/2023,Kimathi Street,Nairobi CBD,1331.1,12912.75,95810.85
214,9,12,967,15/07/2023,Valley Arcade,Nairobi,530.55,66646.8,198818.55
202,6,7,448,16/07/2023,Nyali Centre,Coast,1139.4,38469.6,243090.45
427,12,7,940,17/07/2023,Nyali Centre,Coast,1256.85,46823.4,495994.05
125,7,3,154,18/07/2023,Kimathi Street,Nairobi CBD,1293.3,22875.75,213516
136,14,7,745,19/07/2023,Kisumu Mega City,Western,1309.5,7616.7,183359.7
166,8,5,379,20/07/2023,Valley Arcade,Nairobi,865.35,65904.3,191872.8
411,13,10,709,21/07/2023,Thika Road Mall,Nairobi,1327.05,20286.45,540683.1
391,13,13,666,22/07/2023,Galleria Mall,Nairobi,1104.3,29385.45,466920.45
76,8,2,96,23/07/2023,Capital Centre,Nairobi,500.85,44338.05,121761.9
362,9,14,648,24/07/2023,Nyali Centre,Coast,820.8,2983.5,247818.15
336,7,9,870,25/07/2023,Capital Centre,Nairobi,1065.15,54949.05,384760.8
183,9,6,998,26/07/2023,JKIA Arrival,Nairobi,588.6,36844.2,137416.5
268,16,2,690,27/07/2023,Kisumu Mega City,Western,985.5,19754.55,290583.45
217,16,5,819,28/07/2023,Kimathi Street,Nairobi CBD,1012.5,5425.65,218812.05
147,16,2,363,29/07/2023,Valley Arcade,Nairobi,502.2,12098.7,159926.4
317,14,7,196,30/07/2023,JKIA Arrival,Nairobi,909.9,60556.95,306126
286,7,3,511,31/07/2023,Kimathi Street,Nairobi CBD,1119.15,46730.25,356744.25
358,17,6,633,01/08/2023,Galleria Mall,Nairobi,842.4,17880.75,246192.75
443,17,8,535,02/08/2023,Kisumu Mega City,Western,349.65,5688.9,164047.95
222,8,3,701,03/08/2023,Kisumu Mega City,Western,346.95,47034,168677.1
450,16,7,459,04/08/2023,Thika Road Mall,Nairobi,699.3,39214.8,380975.4
459,16,7,76,05/08/2023,Nyali Centre,Coast,1275.75,28108.35,574264.35
239,9,6,78,06/08/2023,Galleria Mall,Nairobi,569.7,25402.95,108988.2
171,10,6,320,07/08/2023,Thika Road Mall,Nairobi,980.1,15692.4,173021.4
95,6,4,735,08/08/2023,Galleria Mall,Nairobi,562.95,45644.85,128393.1
113,12,11,550,09/08/2023,Kimathi Street,Nairobi CBD,662.85,65560.05,138612.6
179,15,11,302,10/08/2023,Kisumu Mega City,Western,1196.1,12973.5,204997.5
359,12,12,434,11/08/2023,Galleria Mall,Nairobi,1075.95,40849.65,374433.3
412,14,13,109,12/08/2023,Kimathi Street,Nairobi CBD,434.7,29409.75,188758.35
242,9,3,156,13/08/2023,Kisumu Mega City,Western,772.2,30898.8,239170.05
356,11,8,269,14/08/2023,Thika Road Mall,Nairobi,367.2,18161.55,163258.2
230,16,2,490,15/08/2023,Galleria Mall,Nairobi,824.85,55933.2,216973.35
341,7,7,820,16/08/2023,Kimathi Street,Nairobi CBD,1008.45,33450.3,340634.7
420,17,7,932,17/08/2023,JKIA Arrival,Nairobi,457.65,37296.45,230477.4
331,17,4,707,18/08/2023,JKIA Arrival,Nairobi,630.45,21509.55,226191.15
78,9,3,613,19/08/2023,Kimathi Street,Nairobi CBD,739.8,13377.15,54101.25
198,7,13,621,20/08/2023,Kisumu Mega City,Western,1269,7033.5,249550.2
316,15,3,595,21/08/2023,JKIA Arrival,Nairobi,1343.25,48589.2,453951
345,10,14,145,22/08/2023,Kisumu Mega City,Western,383.4,14330.25,70972.2
60,12,10,138,23/08/2023,Kisumu Mega City,Western,1108.35,46998.9,114914.7
213,6,12,877,24/08/2023,Galleria Mall,Nairobi,714.15,27172.8,161455.95
162,15,6,971,25/08/2023,Nyali Centre,Coast,734.4,28853.55,168669
236,15,8,280,26/08/2023,Nyali Centre,Coast,1101.6,32386.5,301353.75
344,12,13,324,27/08/2023,Kimathi Street,Nairobi CBD,1267.65,25674.3,385828.65
281,15,6,295,28/08/2023,Kisumu Mega City,Western,1300.05,8005.5,352629.45
276,11,8,160,29/08/2023,Capital Centre,Nairobi,922.05,21832.2,259788.6
359,11,14,283,30/08/2023,Kisumu Mega City,Western,699.3,45256.05,297241.65
147,17,5,327,31/08/2023,Kimathi Street,Nairobi CBD,1135.35,45391.05,201719.7
104,13,9,526,01/09/2023,Thika Road Mall,Nairobi,591.3,20283.75,84102.3
160,13,14,466,02/09/2023,Thika Road Mall,Nairobi,908.55,31785.75,209568.6
201,11,12,727,03/09/2023,Valley Arcade,Nairobi,700.65,14146.65,150996.15
295,8,11,177,04/09/2023,Kimathi Street,Nairobi CBD,1001.7,15265.8,287703.9
455,10,14,286,05/09/2023,Thika Road Mall,Nairobi,580.5,2874.15,229086.9
118,7,12,852,06/09/2023,Kimathi Street,Nairobi CBD,531.9,60670.35,175903.65
361,10,11,668,07/09/2023,JKIA Arrival,Nairobi,1267.65,15288.75,400211.55
338,14,8,177,08/09/2023,Capital Centre,Nairobi,440.1,16401.15,136826.55
299,15,11,756,09/09/2023,Kimathi Street,Nairobi CBD,849.15,19845,222142.5
85,6,6,900,10/09/2023,JKIA Arrival,Nairobi,561.6,9778.05,63047.7
288,15,12,443,11/09/2023,JKIA Arrival,Nairobi,376.65,43637.4,194937.3
197,10,7,524,12/09/2023,JKIA Arrival,Nairobi,373.95,6320.7,66904.65
276,17,6,704,13/09/2023,Nyali Centre,Coast,514.35,10227.6,114231.6
293,11,8,444,14/09/2023,Galleria Mall,Nairobi,1215,44000.55,430579.8
386,16,13,160,15/09/2023,Kimathi Street,Nairobi CBD,623.7,23818.05,264585.15
495,12,3,139,16/09/2023,Kisumu Mega City,Western,1300.05,48180.15,658935
414,14,6,812,17/09/2023,Kimathi Street,Nairobi CBD,926.1,38223.9,397265.85
250,11,11,329,18/09/2023,Thika Road Mall,Nairobi,778.95,18285.75,220756.05
203,10,4,382,19/09/2023,Galleria Mall,Nairobi,924.75,44402.85,242626.05
499,17,10,273,20/09/2023,Valley Arcade,Nairobi,861.3,9040.95,387377.1
122,12,14,150,21/09/2023,Nyali Centre,Coast,1105.65,36833.4,168177.6
250,6,7,181,22/09/2023,JKIA Arrival,Nairobi,623.7,30267,158195.7
345,16,14,62,23/09/2023,Thika Road Mall,Nairobi,695.25,19070.1,213576.75
66,10,11,506,24/09/2023,Capital Centre,Nairobi,1243.35,41304.6,127801.8
178,7,4,490,25/09/2023,JKIA Arrival,Nairobi,1296,58988.25,327265.65
266,9,8,147,26/09/2023,Kisumu Mega City,Western,1240.65,67427.1,370229.4
110,12,5,169,27/09/2023,Kimathi Street,Nairobi CBD,762.75,41553,160423.2
476,10,4,342,28/09/2023,Kimathi Street,Nairobi CBD,1127.25,28121.85,503525.7
153,17,9,865,29/09/2023,JKIA Arrival,Nairobi,819.45,16247.25,88970.4
91,11,14,760,30/09/2023,Kisumu Mega City,Western,841.05,18357.3,111176.55
74,7,5,50,01/10/2023,Galleria Mall,Nairobi,545.4,33065.55,129898.35
88,8,12,621,02/10/2023,Thika Road Mall,Nairobi,935.55,25645.95,89459.1
340,12,2,299,03/10/2023,Capital Centre,Nairobi,526.5,61798.95,211420.8
180,16,7,701,04/10/2023,Thika Road Mall,Nairobi,673.65,25712.1,159981.75
278,7,11,198,05/10/2023,Kimathi Street,Nairobi CBD,1202.85,26053.65,315107.55
157,17,12,444,06/10/2023,Thika Road Mall,Nairobi,546.75,26720.55,131826.15
221,11,12,93,07/10/2023,Valley Arcade,Nairobi,409.05,56691.9,197487.45
484,10,2,932,08/10/2023,Valley Arcade,Nairobi,407.7,44400.15,253120.95
151,15,6,747,09/10/2023,Kimathi Street,Nairobi CBD,1290.6,41976.9,260221.95
403,6,8,669,10/10/2023,Galleria Mall,Nairobi,850.5,23453.55,365705.55
61,17,7,93,11/10/2023,Kisumu Mega City,Western,751.95,55453.95,151191.9
324,16,3,127,12/10/2023,JKIA Arrival,Nairobi,1158.3,3888,344812.95
150,15,12,275,13/10/2023,Galleria Mall,Nairobi,1183.95,58953.15,269298
93,16,5,211,14/10/2023,JKIA Arrival,Nairobi,673.65,35268.75,113726.7
492,9,12,842,15/10/2023,JKIA Arrival,Nairobi,1039.5,27693.9,512396.55
354,16,3,302,16/10/2023,JKIA Arrival,Nairobi,1117.8,34237.35,489883.95
494,7,12,181,17/10/2023,Galleria Mall,Nairobi,1000.35,45499.05,519527.25
66,9,2,497,18/10/2023,Galleria Mall,Nairobi,491.4,2195.1,-7958.25
379,6,4,933,19/10/2023,Nyali Centre,Coast,1224.45,59003.1,500833.8
106,7,4,936,20/10/2023,Kisumu Mega City,Western,882.9,30901.5,122196.6
360,13,13,523,21/10/2023,Nyali Centre,Coast,623.7,24036.75,230985
352,11,8,705,22/10/2023,Nyali Centre,Coast,768.15,10494.9,284835.15
61,7,2,827,23/10/2023,Kimathi Street,Nairobi CBD,375.3,30420.9,96761.25
367,17,10,158,24/10/2023,JKIA Arrival,Nairobi,467.1,34182,202703.85
129,11,12,755,25/10/2023,Thika Road Mall,Nairobi,1112.4,28051.65,133645.95
265,15,7,84,26/10/2023,Thika Road Mall,Nairobi,337.5,46242.9,152533.8
388,14,5,516,27/10/2023,Thika Road Mall,Nairobi,758.7,29192.4,294055.65
313,12,4,951,28/10/2023,Thika Road Mall,Nairobi,866.7,64947.15,347251.05
198,14,4,324,29/10/2023,Kimathi Street,Nairobi CBD,392.85,40992.75,128228.4
130,10,3,236,30/10/2023,Kimathi Street,Nairobi CBD,1323,54764.1,269778.6
264,12,3,998,31/10/2023,Valley Arcade,Nairobi,567,8583.3,155013.75
423,16,13,292,01/11/2023,Valley Arcade,Nairobi,645.3,27630.45,272525.85
247,12,14,313,02/11/2023,Galleria Mall,Nairobi,645.3,23633.1,141490.8
249,17,11,571,03/11/2023,Thika Road Mall,Nairobi,571.05,39021.75,185209.2
74,17,6,727,04/11/2023,Valley Arcade,Nairobi,338.85,58313.25,108837
138,8,10,590,05/11/2023,Thika Road Mall,Nairobi,1075.95,6532.65,136345.95
317,12,3,832,06/11/2023,JKIA Arrival,Nairobi,1316.25,6150.6,405685.8
192,6,3,136,07/11/2023,JKIA Arrival,Nairobi,564.3,57599.1,146574.9
108,14,13,584,08/11/2023,Valley Arcade,Nairobi,1008.45,15430.5,100579.05
459,15,7,259,09/11/2023,Kisumu Mega City,Western,1088.1,45588.15,519304.5
414,11,14,95,10/11/2023,JKIA Arrival,Nairobi,1196.1,37261.35,486452.25
75,10,11,516,11/11/2023,Valley Arcade,Nairobi,765.45,56446.2,126705.6
96,12,3,589,12/11/2023,Nyali Centre,Coast,643.95,9624.15,68446.35
337,10,13,75,13/11/2023,JKIA Arrival,Nairobi,666.9,9934.65,235693.8
315,15,5,315,14/11/2023,Nyali Centre,Coast,1058.4,38183.4,354616.65
65,10,7,224,15/11/2023,Galleria Mall,Nairobi,1165.05,63953.55,110903.85
248,16,6,565,16/11/2023,Nyali Centre,Coast,521.1,28802.25,143237.7
450,15,2,360,17/11/2023,Capital Centre,Nairobi,712.8,22977,336536.1
456,16,7,371,18/11/2023,Thika Road Mall,Nairobi,1250.1,41482.8,595857.6
331,12,2,628,19/11/2023,Capital Centre,Nairobi,1154.25,62899.2,460282.5
135,15,4,184,20/11/2023,Kimathi Street,Nairobi CBD,1335.15,56712.15,277021.35
299,12,11,104,21/11/2023,Kisumu Mega City,Western,1101.6,67201.65,400441.05
440,16,6,592,22/11/2023,JKIA Arrival,Nairobi,735.75,2843.1,302726.7
319,8,11,635,23/11/2023,Kisumu Mega City,Western,935.55,8815.5,254443.95
384,8,14,580,24/11/2023,Capital Centre,Nairobi,1007.1,41666.4,351839.7
166,15,6,205,25/11/2023,Valley Arcade,Nairobi,417.15,55630.8,107493.75
56,17,14,898,26/11/2023,Galleria Mall,Nairobi,888.3,20218.95,56149.2
186,8,11,717,27/11/2023,Valley Arcade,Nairobi,1055.7,17173.35,165771.9
420,11,7,196,28/11/2023,Thika Road Mall,Nairobi,506.25,53408.7,263565.9
225,17,13,534,29/11/2023,Valley Arcade,Nairobi,1127.25,5080.05,223411.5
377,11,11,648,30/11/2023,Valley Arcade,Nairobi,928.8,25785,379140.75
364,8,9,69,01/12/2023,Capital Centre,Nairobi,1301.4,34809.75,452386.35
264,8,6,318,02/12/2023,JKIA Arrival,Nairobi,380.7,38416.95,151875
131,13,12,382,03/12/2023,Valley Arcade,Nairobi,606.15,49547.7,134453.25
272,13,2,604,04/12/2023,Capital Centre,Nairobi,946.35,24822.45,241722.9
421,12,6,956,05/12/2023,Capital Centre,Nairobi,637.2,41879.7,284607
472,15,4,993,06/12/2023,Nyali Centre,Coast,1061.1,40072.05,455479.2
451,9,5,960,07/12/2023,Galleria Mall,Nairobi,1105.65,37574.55,525351.15
492,9,14,450,08/12/2023,Galleria Mall,Nairobi,441.45,43718.4,298912.95
152,8,9,999,09/12/2023,Kimathi Street,Nairobi CBD,857.25,18512.55,137818.8
322,10,8,355,10/12/2023,JKIA Arrival,Nairobi,853.2,6949.8,258466.95
63,8,12,77,11/12/2023,Thika Road Mall,Nairobi,711.45,9239.4,46210.5
208,13,6,516,12/12/2023,Kimathi Street,Nairobi CBD,1282.5,16206.75,242252.1
201,12,3,309,13/12/2023,Kisumu Mega City,Western,1175.85,34438.5,283401.45
157,8,7,583,14/12/2023,JKIA Arrival,Nairobi,1043.55,56945.7,241486.65
237,14,12,936,15/12/2023,Capital Centre,Nairobi,1061.1,47740.05,219315.6
350,17,7,150,16/12/2023,Kisumu Mega City,Western,804.6,53545.05,305831.7
147,10,11,600,17/12/2023,Kisumu Mega City,Western,1270.35,24567.3,149485.5
180,14,11,851,18/12/2023,Capital Centre,Nairobi,1040.85,28117.8,252790.2
342,12,12,402,19/12/2023,Capital Centre,Nairobi,1075.95,27391.5,367625.25
220,12,7,349,20/12/2023,Kisumu Mega City,Western,1209.6,14042.7,267063.75
473,11,10,731,21/12/2023,Kisumu Mega City,Western,615.6,5400,260621.55
232,7,12,345,22/12/2023,Galleria Mall,Nairobi,1154.25,40439.25,331438.5
413,14,9,402,23/12/2023,Kimathi Street,Nairobi CBD,534.6,66787.2,322130.25
88,11,9,957,24/12/2023,Galleria Mall,Nairobi,687.15,12386.25,67184.1
64,13,2,179,25/12/2023,Kimathi Street,Nairobi CBD,677.7,4438.8,92079.45
425,6,6,205,26/12/2023,Nyali Centre,Coast,1328.4,52915.95,592490.7
53,10,8,123,27/12/2023,Galleria Mall,Nairobi,1204.2,18058.95,45104.85
398,17,7,391,28/12/2023,JKIA Arrival,Nairobi,1047.6,56231.55,462298.05
458,6,6,514,29/12/2023,Nyali Centre,Coast,1073.25,47915.55,528237.45
446,15,9,139,30/12/2023,Thika Road Mall,Nairobi,907.2,63906.3,456412.05
259,16,4,628,31/12/2023,Kimathi Street,Nairobi CBD,1296,28399.95,333587.7
210,13,7,504,01/01/2024,Kisumu Mega City,Western,839.7,45139.95,274051.35
65,13,6,797,02/01/2024,Valley Arcade,Nairobi,722.25,32100.3,58383.45
475,6,9,761,03/01/2024,Thika Road Mall,Nairobi,502.2,43063.65,204665.4
157,14,5,381,04/01/2024,Capital Centre,Nairobi,1134,31090.5,250584.3
431,7,9,788,05/01/2024,Nyali Centre,Coast,1081.35,13828.05,407093.85
499,17,11,397,06/01/2024,Kimathi Street,Nairobi CBD,726.3,34947.45,370863.9
360,14,3,282,07/01/2024,Capital Centre,Nairobi,363.15,36316.35,161944.65
276,6,10,827,08/01/2024,Nyali Centre,Coast,1186.65,54972,410479.65
219,17,14,647,09/01/2024,Kimathi Street,Nairobi CBD,349.65,50005.35,182665.8
83,15,10,151,10/01/2024,Kisumu Mega City,Western,1050.3,45260.1,111453.3
463,14,11,530,11/01/2024,Galleria Mall,Nairobi,1320.3,8850.6,600081.75
300,9,11,263,12/01/2024,Thika Road Mall,Nairobi,780.3,49018.5,320345.55
296,14,14,157,13/01/2024,Valley Arcade,Nairobi,575.1,34445.25,205397.1
318,12,7,214,14/01/2024,Kimathi Street,Nairobi CBD,1051.65,60494.85,416902.95
190,16,5,652,15/01/2024,Valley Arcade,Nairobi,1165.05,62199.9,320410.35
323,11,5,753,16/01/2024,Valley Arcade,Nairobi,891,4999.05,259696.8
465,10,14,384,17/01/2024,Nyali Centre,Coast,1316.25,55634.85,630049.05
145,16,7,135,18/01/2024,Kimathi Street,Nairobi CBD,390.15,3843.45,72592.2
276,14,6,783,19/01/2024,Capital Centre,Nairobi,849.15,25637.85,205416
428,7,7,924,20/01/2024,Kisumu Mega City,Western,1065.15,37223.55,456578.1
88,16,8,473,21/01/2024,Capital Centre,Nairobi,1210.95,11146.95,80218.35
351,17,8,662,22/01/2024,Thika Road Mall,Nairobi,518.4,50718.15,278276.85
78,7,10,787,23/01/2024,JKIA Arrival,Nairobi,1147.5,1902.15,73537.2
495,16,9,413,24/01/2024,Kimathi Street,Nairobi CBD,897.75,12502.35,426162.6
367,17,14,109,25/01/2024,Capital Centre,Nairobi,738.45,39769.65,297666.9
294,14,7,531,26/01/2024,Galleria Mall,Nairobi,471.15,48606.75,189922.05
285,17,13,299,27/01/2024,Galleria Mall,Nairobi,1213.65,61986.6,409977.45
234,8,7,609,28/01/2024,Kimathi Street,Nairobi CBD,496.8,48018.15,156925.35
321,13,6,166,29/01/2024,Thika Road Mall,Nairobi,650.7,45787.95,251310.6
489,16,2,788,30/01/2024,Galleria Mall,Nairobi,631.8,27436.05,313650.9
285,14,10,923,31/01/2024,JKIA Arrival,Nairobi,1220.4,1435.05,303758.1
288,13,10,964,01/02/2024,Nyali Centre,Coast,1019.25,9298.8,288696.15
426,9,10,594,02/02/2024,JKIA Arrival,Nairobi,1144.8,36710.55,481913.55
315,17,12,93,03/02/2024,JKIA Arrival,Nairobi,591.3,46009.35,280147.95
463,6,9,558,04/02/2024,Capital Centre,Nairobi,970.65,28964.25,464898.15
458,9,14,214,05/02/2024,Nyali Centre,Coast,916.65,49684.05,415937.7
408,14,11,417,06/02/2024,Thika Road Mall,Nairobi,1181.25,35870.85,502434.9
389,7,14,906,07/02/2024,Galleria Mall,Nairobi,1255.5,6257.25,430320.6
438,8,4,341,08/02/2024,Thika Road Mall,Nairobi,349.65,14052.15,162573.75
114,15,2,898,09/02/2024,Kisumu Mega City,Western,1020.6,56916,170345.7
226,13,12,905,10/02/2024,Nyali Centre,Coast,390.15,49303.35,94062.6
52,11,13,966,11/02/2024,Valley Arcade,Nairobi,893.7,60538.05,132044.85
478,13,13,947,12/02/2024,Galleria Mall,Nairobi,629.1,9126,245598.75
191,12,9,848,13/02/2024,Valley Arcade,Nairobi,648,66853.35,223003.8
425,10,8,925,14/02/2024,Galleria Mall,Nairobi,695.25,15202.35,293456.25
207,14,14,786,15/02/2024,JKIA Arrival,Nairobi,966.6,2128.95,166966.65
373,9,6,335,16/02/2024,Nyali Centre,Coast,676.35,67329.9,377334.45
195,11,11,253,17/02/2024,JKIA Arrival,Nairobi,1080,19943.55,185994.9
495,7,8,733,18/02/2024,Kisumu Mega City,Western,746.55,45539.55,384039.9
342,7,11,573,19/02/2024,Capital Centre,Nairobi,406.35,13036.95,114370.65
202,7,5,868,20/02/2024,Capital Centre,Nairobi,1131.3,39731.85,320383.35
481,15,10,170,21/02/2024,Capital Centre,Nairobi,626.4,61152.3,399406.95
242,12,12,994,22/02/2024,Galleria Mall,Nairobi,776.25,22530.15,164465.1
486,7,11,805,23/02/2024,JKIA Arrival,Nairobi,1031.4,45686.7,497373.75
122,17,3,713,24/02/2024,Nyali Centre,Coast,673.65,13779.45,73261.8
448,7,10,713,25/02/2024,JKIA Arrival,Nairobi,394.2,42680.25,208091.7
354,14,10,237,26/02/2024,Valley Arcade,Nairobi,715.5,23606.1,235211.85
426,12,6,956,27/02/2024,Kimathi Street,Nairobi CBD,1293.3,15321.15,502478.1
393,16,12,62,28/02/2024,Nyali Centre,Coast,986.85,22067.1,409280.85
189,8,2,652,29/02/2024,JKIA Arrival,Nairobi,1017.9,13180.05,245481.3
236,8,8,249,01/03/2024,Kisumu Mega City,Western,977.4,61011.9,257419.35
342,12,11,635,02/03/2024,Kimathi Street,Nairobi CBD,538.65,27623.7,179122.05
110,10,11,817,03/03/2024,Kimathi Street,Nairobi CBD,761.4,17575.65,107508.6
476,15,5,505,04/03/2024,Galleria Mall,Nairobi,1097.55,31012.2,474040.35
429,11,10,497,05/03/2024,Galleria Mall,Nairobi,440.1,22553.1,210216.6
247,17,7,837,06/03/2024,Nyali Centre,Coast,618.3,50593.95,227921.85
344,13,14,889,07/03/2024,Kisumu Mega City,Western,616.95,65596.5,308319.75
489,14,4,890,08/03/2024,Kimathi Street,Nairobi CBD,774.9,30326.4,400350.6
368,6,7,120,09/03/2024,Valley Arcade,Nairobi,1329.75,58307.85,513423.9
351,8,14,639,10/03/2024,JKIA Arrival,Nairobi,406.35,38781.45,181633.05
393,16,11,845,11/03/2024,Galleria Mall,Nairobi,862.65,11751.75,290899.35
60,12,7,179,12/03/2024,Nyali Centre,Coast,519.75,47035.35,111156.3
111,11,6,938,13/03/2024,Galleria Mall,Nairobi,1320.3,35313.3,228158.1
382,12,3,92,14/03/2024,Thika Road Mall,Nairobi,452.25,44388,234544.95
275,13,11,569,15/03/2024,Kisumu Mega City,Western,746.55,60203.25,256311
202,11,11,62,16/03/2024,Kisumu Mega City,Western,1084.05,30484.35,269666.55
248,8,3,774,17/03/2024,Valley Arcade,Nairobi,1050.3,60963.3,389745
101,7,8,672,18/03/2024,Kisumu Mega City,Western,765.45,51007.05,152655.3
309,17,3,852,19/03/2024,Kimathi Street,Nairobi CBD,688.5,33671.7,256949.55
108,12,13,584,20/03/2024,Thika Road Mall,Nairobi,739.8,41253.3,152086.95
121,17,7,351,21/03/2024,Valley Arcade,Nairobi,604.8,22886.55,56872.8
197,17,6,815,22/03/2024,Kisumu Mega City,Western,545.4,66414.6,185221.35
398,17,5,576,23/03/2024,Kimathi Street,Nairobi CBD,826.2,45495,350312.85
112,16,8,691,24/03/2024,Nyali Centre,Coast,608.85,4249.8,90288
359,6,9,622,25/03/2024,Kisumu Mega City,Western,629.1,22955.4,257091.3
422,8,5,164,26/03/2024,JKIA Arrival,Nairobi,1003.05,42581.7,441571.5
292,17,2,509,27/03/2024,Thika Road Mall,Nairobi,1317.6,5076,338384.25
415,16,2,881,28/03/2024,Kisumu Mega City,Western,949.05,2929.5,313326.9
379,9,2,554,29/03/2024,Thika Road Mall,Nairobi,415.8,31118.85,188091.45
156,6,12,357,30/03/2024,Capital Centre,Nairobi,414.45,23357.7,67451.4
275,10,2,981,31/03/2024,Galleria Mall,Nairobi,1301.4,30343.95,338492.25
362,15,6,374,01/04/2024,Valley Arcade,Nairobi,638.55,18727.2,261139.95
267,8,5,628,02/04/2024,Nyali Centre,Coast,430.65,12245.85,144046.35
474,7,14,810,03/04/2024,Capital Centre,Nairobi,943.65,46936.8,459774.9
290,8,10,224,04/04/2024,Thika Road Mall,Nairobi,969.3,35388.9,263706.3
308,13,4,900,05/04/2024,Kisumu Mega City,Western,993.6,14590.8,275015.25
425,11,8,563,06/04/2024,Thika Road Mall,Nairobi,608.85,22491,293440.05
311,12,12,221,07/04/2024,Capital Centre,Nairobi,352.35,40498.65,171999.45
54,17,9,551,08/04/2024,Kisumu Mega City,Western,1314.9,6127.65,60357.15
